1.189910756770168234e+02,3.048153900789778437e-01
1.065303793649246558e+02,5.016554184475688904e-01
1.501789124653441263e+02,2.015461770856390444e-01
1.104948609175069549e+02,3.442674208479756803e-01
2.274405606277273932e+02,8.656102780448409195e-01
1.067070009292870196e+02,5.029125571869758060e-01
1.049508525767194413e+02,4.892402071208631353e-01
1.590656505735507835e+02,1.765475247476203657e-01
2.091813321910753700e+02,8.219173056003422628e-01
1.862362274490463960e+02,1.051753711183537610e-01
1.452345259394455752e+02,6.544142399486656547e-01
1.057729950659424958e+02,4.959964839259798364e-01
1.099558181000198971e+02,3.472421579790326840e-01
1.474448053784333297e+02,2.094789140392426252e-01
1.863088126903938360e+02,7.654122883686667045e-01
1.191800081379932976e+02,5.663593343440784800e-01
1.534495041232809456e+02,1.922160471668464266e-01
1.748256740834241327e+02,1.344239362713312014e-01
1.144552722529453632e+02,5.459215759110109811e-01
1.153588386872704348e+02,5.500442865464892916e-01
1.419819794005987319e+02,6.446547661011756691e-01
2.003686893315879161e+02,8.004219775817176252e-01
1.267193878845636448e+02,5.949038057130134893e-01
1.075321323323603053e+02,3.618785026854941522e-01
1.425064555775619510e+02,6.462438304739505091e-01
2.380746818449430009e+02,8.906362179666821310e-01
1.043006480063631187e+02,4.832730745287641128e-01
1.748462315778044456e+02,1.343704272216417195e-01
1.183813725644977097e+02,3.073249425226372011e-01
1.648965013965317610e+02,7.097227216223894741e-01
1.852503418867958374e+02,1.076696558692925021e-01
1.458823298745850821e+02,6.563321663567728281e-01
1.882605761338129184e+02,7.703329832148709810e-01
1.036409669614586164e+02,4.763908066552664522e-01
1.042915776347614099e+02,4.831848640059680511e-01
1.754822689262939264e+02,1.327164727299663949e-01
1.898385860936401173e+02,7.742959649424550062e-01
1.030555104948705036e+02,4.691812778797561645e-01
1.142339600323651467e+02,3.255109909285861525e-01
1.549154003910764175e+02,6.823185993987918030e-01
1.044228886888575829e+02,3.859570440657174029e-01
1.131842630019770155e+02,3.304973556217493114e-01
1.289488547356868651e+02,2.676990913695802554e-01
1.064967425981517408e+02,3.689907072725731041e-01
1.034817331198192960e+02,3.958471995410040023e-01
1.486300277608817169e+02,2.060243303011489724e-01
2.087995335674486626e+02,8.209921802089669152e-01
1.484297202061191285e+02,2.066064359160209030e-01
1.181190104145127293e+02,3.084160764850157332e-01
1.436913997099798053e+02,2.205924401668563073e-01
1.018536341988174172e+02,4.280123653524000593e-01
1.797061711224923215e+02,7.485968368395496952e-01
2.135337809046038444e+02,8.324274720416833251e-01
2.074642044489777959e+02,8.177524075350548483e-01
1.324724259218642999e+02,6.145965821573653454e-01
1.612924998911019259e+02,6.999604221820545646e-01
2.295584581949837570e+02,8.706164141620300612e-01
2.404641253708943793e+02,8.962236693818481648e-01
1.628622961377538161e+02,1.661746841499769367e-01
1.539120865423567466e+02,6.794948853716573645e-01
1.342757858972911720e+02,6.205035465941493023e-01
1.605520274105008127e+02,1.724670697423253962e-01
1.100465823870728030e+02,5.236689462729469113e-01
1.356354833637621198e+02,2.455178137105849534e-01
1.714463883669446602e+02,1.432650615692859231e-01
2.277506852090232314e+02,8.663440495448934131e-01
1.500848250268438164e+02,6.685871771797671226e-01
1.624888143977749735e+02,7.032162891637397939e-01
2.169558908683749223e+02,8.406466991635891395e-01
1.116192006290371666e+02,5.320911722160025503e-01
1.975425545018841831e+02,7.934610912749143763e-01
1.231936257083547446e+02,5.820308092315337190e-01
2.061637863840397813e+02,8.145909750751486600e-01
1.688165955271599330e+02,7.201933264627696785e-01
1.199925480947380692e+02,3.007680810601581212e-01
1.615129065186772550e+02,1.698427792168665518e-01
1.035897310187662868e+02,4.758094967671947506e-01
2.122521884743759699e+02,8.293394742680313403e-01
1.702800442036484299e+02,1.463382505437690329e-01
1.170682970464431492e+02,5.575461177324086970e-01
1.098696430760846141e+02,5.226785241624429812e-01
2.290660665009454533e+02,8.694535555462936660e-01
1.715229581710919717e+02,1.430637099386903310e-01
2.276321275191734230e+02,8.660635651680077540e-01
1.627647277577500233e+02,1.664392463761715790e-01
1.617094764158136968e+02,1.693071956010956391e-01
1.032010534894967009e+02,3.992992322191319943e-01
1.044785165438424883e+02,3.854314617701412038e-01
2.286250569543891515e+02,8.684115215647492114e-01
1.018251240700284370e+02,4.301338246465501447e-01
1.201189712088242487e+02,5.701408197948178991e-01
1.161465995252675754e+02,5.535466649695401919e-01
1.066856787617141009e+02,3.676423186416991618e-01
1.173390007187448418e+02,5.587020094281408555e-01
1.055309365431431843e+02,3.763217359720438804e-01
1.018041895903031389e+02,4.377706402664746088e-01
1.247874788911501014e+02,5.879394239871824634e-01
1.020356084663615945e+02,4.499618103828083582e-01
1.129999792220125556e+02,3.313925654551908018e-01
2.289387349013466917e+02,8.691527424823577430e-01
